Year,Party,Votes,Seats,Percentage,Coalition_Block,Seat_Conversion_Efficiency
2014,Dharam Nirpeksh Dal,4130.0,0,0.0,Others / Regional,0.0
2014,Dharmarajya Paksha,2175.0,0,0.0,Others / Regional,0.0
2014,Dr. Ambedkar Samajvadi Democratic Party,1949.0,0,0.0,Others / Regional,0.0
2014,Eklavya Samaj Party,5341.0,0,0.0,Others / Regional,0.0
2014,Ex-Sainik Kissan Party,2988.0,0,0.0,Others / Regional,0.0
2014,Ezhuchi Tamilargal Munnetra Kazhagam,3023.0,0,0.0,Others / Regional,0.0
2014,Gareeb Aadmi Party,23505.0,0,0.0,Others / Regional,0.0
2014,Goa Su-Raj Party,783.0,0,0.0,Others / Regional,0.0
2014,Goemcarancho Otrec Astro,530.0,0,0.0,Others / Regional,0.0
2014,Gondwana Ganatantra Party,301366.0,0,0.05,Others / Regional,0.0
2014,Gorkha Rashtriya Congress,2906.0,0,0.0,Others / Regional,0.0
2014,Great India Party,2594.0,0,0.0,Others / Regional,0.0
2014,Haryana Janhit Congress (Bl),703698.0,0,0.13,Others / Regional,0.0
2014,Himachal Swabhiman Party,997.0,0,0.0,Others / Regional,0.0
2014,Hindu Mahasabha,29483.0,0,0.01,Others / Regional,0.0
2014,Hindustan Ekta Party,566.0,0,0.0,Others / Regional,0.0
2014,Hindustan Janta Party,46761.0,0,0.01,Others / Regional,0.0
2014,Hindustan Kranti Dal,2761.0,0,0.0,Others / Regional,0.0
2014,Hindustan Krantikari Dal,6703.0,0,0.0,Others / Regional,0.0
2014,Hindustan Swaraj Congress Party,888.0,0,0.0,Others / Regional,0.0
2014,Hindustan Vikas Dal,7921.0,0,0.0,Others / Regional,0.0
2014,Hindusthan Nirman Dal,8889.0,0,0.0,Others / Regional,0.0
2014,Hindusthan Praja Paksha,8853.0,0,0.0,Others / Regional,0.0
2014,INC,106935942.0,44,19.31,UPA / I.N.D.I.A.,2.28
2014,IND,16737720.0,3,3.02,Others / Regional,0.99
2014,IUML,1100096.0,2,0.2,UPA / I.N.D.I.A.,10.0
2014,Indian Bahujan Samajwadi Party,1059.0,0,0.0,Others / Regional,0.0
2014,Indian Bahujan Sandesh Party (Kanshiram),1952.0,0,0.0,Others / Regional,0.0
2014,Indian Christian Secular Party,14360.0,0,0.0,Others / Regional,0.0
2014,Indian Gandhiyan Party,546.0,0,0.0,Others / Regional,0.0
2014,Indian Justice Party,1103.0,0,0.0,Others / Regional,0.0
2014,Indian Krantikari Lehar,5084.0,0,0.0,Others / Regional,0.0
2014,Indian Labour Party (Ambedkar Phule),6390.0,0,0.0,Others / Regional,0.0
2014,Indian National League,11924.0,0,0.0,Others / Regional,0.0
2014,Indian National Lok Dal,2799899.0,2,0.51,Others / Regional,3.92
2014,Indian Oceanic Party,649.0,0,0.0,Others / Regional,0.0
2014,Indian Peace Party,2155.0,0,0.0,Others / Regional,0.0
2014,Indian Peoples Green Party,3488.0,0,0.0,Others / Regional,0.0
2014,Indian Savarn Samaj Party,16903.0,0,0.0,Others / Regional,0.0
2014,Indian Unity Centre,13527.0,0,0.0,Others / Regional,0.0
2014,Indians Victory Party,398.0,0,0.0,Others / Regional,0.0
2014,Indigenous People'S Front Of Tripura,21326.0,0,0.0,Others / Regional,0.0
2014,Inqalab Vikas Dal,2570.0,0,0.0,Others / Regional,0.0
2014,JD(S),3731481.0,2,0.67,Others / Regional,2.99
2014,JD(U),5992281.0,2,1.08,NDA,1.85
2014,JKNC,396713.0,0,0.07,UPA / I.N.D.I.A.,0.0
2014,JKPDP,732644.0,3,0.13,Others / Regional,23.08
2014,JMM,1637994.0,2,0.3,UPA / I.N.D.I.A.,6.67
2014,Jago Party,27624.0,0,0.0,Others / Regional,0.0
2014,Jai Bharat Samanta Party,215607.0,0,0.04,Others / Regional,0.0
2014,Jai Hind Party,14754.0,0,0.0,Others / Regional,0.0
2014,Jai Hind Samaj Party,27122.0,0,0.0,Others / Regional,0.0
2014,Jai Maha Bharath Party,57988.0,0,0.01,Others / Regional,0.0
2014,Jai Prakash Janata Dal,27619.0,0,0.0,Others / Regional,0.0
2014,Jai Samaikyandhra Party,204260.0,0,0.04,Others / Regional,0.0
2014,Jai Vijaya Bharathi Party,4270.0,0,0.0,Others / Regional,0.0
2014,Jamat-E-Seratul Mustakim,10564.0,0,0.0,Others / Regional,0.0
2014,Jammu And Kashmir National Panthers Party,57103.0,0,0.01,Others / Regional,0.0
2014,Jammu And Kashmir People'S Conference,71154.0,0,0.01,Others / Regional,0.0
2014,Jan Morcha,2901.0,0,0.0,Others / Regional,0.0
2014,Jan Raajya Party,2543.0,0,0.0,Others / Regional,0.0
2014,Jan Raksha Party,1318.0,0,0.0,Others / Regional,0.0
2014,Jan Samanta Party,357.0,0,0.0,Others / Regional,0.0
2014,Jan Sevak Party,4489.0,0,0.0,Others / Regional,0.0
2014,Jan Shakti Ekta Party,6636.0,0,0.0,Others / Regional,0.0
2014,Jan-Nyay Dal,4719.0,0,0.0,Others / Regional,0.0
2014,Janral Samaj Party,944.0,0,0.0,Others / Regional,0.0
2014,Janta Dal Rashtravadi,53864.0,0,0.01,Others / Regional,0.0
2014,Janta Raj Party,3846.0,0,0.0,Others / Regional,0.0
2014,Jantantra Party,2249.0,0,0.0,Others / Regional,0.0
2014,Janvadi Party (Socialist),47696.0,0,0.01,Others / Regional,0.0
2014,Jawan Kisan Morcha,2711.0,0,0.0,Others / Regional,0.0
2014,Jebamani Janata,1517.0,0,0.0,Others / Regional,0.0
2014,Jharkhand Anushilan Party,12240.0,0,0.0,Others / Regional,0.0
2014,Jharkhand Disom Party,109843.0,0,0.02,Others / Regional,0.0
2014,Jharkhand Mukti Morcha (Ulgulan),3512.0,0,0.0,Others / Regional,0.0
2014,Jharkhand Party,203869.0,0,0.04,Others / Regional,0.0
2014,Jharkhand Party (Naren),16670.0,0,0.0,Others / Regional,0.0
2014,Jharkhand Vikas Dal,10870.0,0,0.0,Others / Regional,0.0
2014,Jharkhand Vikas Morcha (Prajatantrik),1579772.0,0,0.29,Others / Regional,0.0
2014,Kalinga Sena,21143.0,0,0.0,Others / Regional,0.0
2014,Kalyankari Jantantrik Party,4839.0,0,0.0,Others / Regional,0.0
2014,Kamarajar Deseeya Congress,1345.0,0,0.0,Others / Regional,0.0
2014,Kannada Chalavali Vatal Paksha,707.0,0,0.0,Others / Regional,0.0
2014,Karunaadu Party,33172.0,0,0.01,Others / Regional,0.0
2014,Kerala Congress (M),424194.0,1,0.08,Others / Regional,12.5
2014,Kisan Majdoor Berojgar Sangh,7839.0,0,0.0,Others / Regional,0.0
2014,Kosal Kranti Dal,8448.0,0,0.0,Others / Regional,0.0
2014,Krantikari Vikas Dal,7541.0,0,0.0,Others / Regional,0.0
2014,LJP,2295929.0,6,0.41,NDA,14.63
2014,Labour Party Of India (V.V. Prasad),1993.0,0,0.0,Others / Regional,0.0
2014,Lok Bharati,13399.0,0,0.0,Others / Regional,0.0
2014,Lok Parivartan Party (Dc),4396.0,0,0.0,Others / Regional,0.0
2014,Lok Satta Party,165670.0,0,0.03,Others / Regional,0.0
2014,Lok Shakti,3722.0,0,0.0,Others / Regional,0.0
2014,Lokdal,48202.0,0,0.01,Others / Regional,0.0
2014,Lokpriya Samaj Party,13304.0,0,0.0,Others / Regional,0.0
2014,Loktantrik Janata Party (Secular),10026.0,0,0.0,Others / Regional,0.0
2014,Loktantrik Rashrtavadi Party,1491.0,0,0.0,Others / Regional,0.0
2014,Loktantrik Samajwadi Party,2820.0,0,0.0,Others / Regional,0.0
2014,MDMK,1417535.0,0,0.26,UPA / I.N.D.I.A.,0.0
2014,Mahajana Socialist Party,22022.0,0,0.0,Others / Regional,0.0
2014,Mahamukti Dal,2482.0,0,0.0,Others / Regional,0.0
2014,Mahan Dal,22774.0,0,0.0,Others / Regional,0.0
2014,Mahanwadi Party,2101.0,0,0.0,Others / Regional,0.0
2014,Maharashtra Navnirman Sena,708010.0,0,0.13,Others / Regional,0.0
2014,Maharashtra Parivartan Sena (T),13339.0,0,0.0,Others / Regional,0.0
2014,Maharashtra Vikas Aghadi,3715.0,0,0.0,Others / Regional,0.0
2014,Mahila Swabhiman Party,2425.0,0,0.0,Others / Regional,0.0
2014,Majdoor Kisan Union Party,360.0,0,0.0,Others / Regional,0.0
2014,Majlis Bachao Tahreek,11347.0,0,0.0,Others / Regional,0.0
2014,Majlis Markaz-E-Siyasee Party,959.0,0,0.0,Others / Regional,0.0
2014,Makkal Manadu Katchi,8468.0,0,0.0,Others / Regional,0.0
2014,Manav Mukti Morcha,4409.0,0,0.0,Others / Regional,0.0
2014,Manavadhikar Janshakti Party,997.0,0,0.0,Others / Regional,0.0
2014,Manavtawadi Samaj Party,17890.0,0,0.0,Others / Regional,0.0
2014,Manipur Democratic Peoples'S Front,2005.0,0,0.0,Others / Regional,0.0
2014,Manithaneya Makkal Katchi,236679.0,0,0.04,Others / Regional,0.0
2014,Marxist Co-Ordination Committee,110185.0,0,0.02,Others / Regional,0.0
2014,Marxist Communist Party Of India (United),13019.0,0,0.0,Others / Regional,0.0
2014,Megh Desham Party,10490.0,0,0.0,Others / Regional,0.0
2014,Minorities Democratic Party,11225.0,0,0.0,Others / Regional,0.0
2014,Moderate Party,5406.0,0,0.0,Others / Regional,0.0
2014,Moolniwasi Samaj Party,4986.0,0,0.0,Others / Regional,0.0
2014,Most Backward Classes Of India,19417.0,0,0.0,Others / Regional,0.0
2014,Moulik Adhikar Party,15742.0,0,0.0,Others / Regional,0.0
2014,NCP,8635558.0,6,1.56,NDA,3.85
2014,Naga People'S Front,994505.0,1,0.18,Others / Regional,5.56
2014,Nagrik Ekta Party,2917.0,0,0.0,Others / Regional,0.0
2014,Naitik Party,36181.0,0,0.01,Others / Regional,0.0
2014,Namadhu Makkal Katchi,2511.0,0,0.0,Others / Regional,0.0
2014,Narayani Sena,1725.0,0,0.0,Others / Regional,0.0
2014,National Development Party,3618.0,0,0.0,Others / Regional,0.0
2014,National Janhit Congress (Ab),2196.0,0,0.0,Others / Regional,0.0
2014,National Lokmat Party,3072.0,0,0.0,Others / Regional,0.0
2014,National Loktantrik Party,11174.0,0,0.0,Others / Regional,0.0
2014,National Organisation Congress,1198.0,0,0.0,Others / Regional,0.0
2014,National Party,791.0,0,0.0,Others / Regional,0.0
2014,National Peoples Party,576448.0,1,0.1,Others / Regional,10.0
2014,National Tiger Party,3251.0,0,0.0,Others / Regional,0.0
2014,National Unionist Zamindara Party,124990.0,0,0.02,Others / Regional,0.0
2014,National Youth Party,1176.0,0,0.0,Others / Regional,0.0
2014,Nav Bharat Democratic Party,16153.0,0,0.0,Others / Regional,0.0
2014,Nava Bharat National Party,485.0,0,0.0,Others / Regional,0.0
2014,Navbharat Nirman Party,441.0,0,0.0,Others / Regional,0.0
2014,Navodyam Party,1455.0,0,0.0,Others / Regional,0.0
2014,Naya Daur Party,15967.0,0,0.0,Others / Regional,0.0
2014,Nehru Janhit Congress,1463.0,0,0.0,Others / Regional,0.0
2014,New All India Congress Party,3778.0,0,0.0,Others / Regional,0.0
2014,New India Party,5082.0,0,0.0,Others / Regional,0.0
2014,Nirjatita Samaj Biplabi Party,3829.0,0,0.0,Others / Regional,0.0
2014,Nominated Anglo-Indian,0.0,2,0.0,Others / Regional,0.0
2014,None of the Above,6002942.0,0,1.08,Others / Regional,0.0
2014,Odisha Jan Morcha,44397.0,0,0.01,Others / Regional,0.0
2014,Parcham Party Of India,4082.0,0,0.0,Others / Regional,0.0
2014,Parivartan Samaj Party,433.0,0,0.0,Others / Regional,0.0
2014,Party For Democratic Socialism,22284.0,0,0.0,Others / Regional,0.0
2014,Paschimanchal Vikas Party,28775.0,0,0.01,Others / Regional,0.0
2014,Pattali Makkal Katchi,1827566.0,1,0.33,Others / Regional,3.03
2014,Peace Party,518724.0,0,0.09,Others / Regional,0.0
2014,Peasants And Workers Party Of India,497721.0,0,0.09,Others / Regional,0.0
2014,People'S Party Of Arunachal,47018.0,0,0.01,Others / Regional,0.0
2014,People'S Party Of India (Secular),331.0,0,0.0,Others / Regional,0.0
2014,Peoples Guardian,7222.0,0,0.0,Others / Regional,0.0
2014,Poorvanchal Rashtriya Congress,4852.0,0,0.0,Others / Regional,0.0
2014,Prabuddha Republican Party,19470.0,0,0.0,Others / Regional,0.0
2014,Pragatisheel Magahi Samaj,3076.0,0,0.0,Others / Regional,0.0
2014,Pragatisheel Manav Samaj Party,39039.0,0,0.01,Others / Regional,0.0
2014,Pragatisheel Samaj Party,4052.0,0,0.0,Others / Regional,0.0
2014,Prajatantra Aadhar Party,698.0,0,0.0,Others / Regional,0.0
2014,Prajatantrik Samadhan Party,21284.0,0,0.0,Others / Regional,0.0
2014,Prem Janata Dal,28671.0,0,0.01,Others / Regional,0.0
2014,Prism,2694.0,0,0.0,Others / Regional,0.0
2014,"Proutist Bloc, India",6509.0,0,0.0,Others / Regional,0.0
2014,Proutist Sarva Samaj,15368.0,0,0.0,Others / Regional,0.0
2014,Punjab Labour Party,1386.0,0,0.0,Others / Regional,0.0
2014,Puthiya Tamilagam,262812.0,0,0.05,Others / Regional,0.0
2014,Pyramid Party Of India,185478.0,0,0.03,Others / Regional,0.0
2014,Quami Ekta Dal,354577.0,0,0.06,Others / Regional,0.0
2014,RJD,7440937.0,4,1.34,UPA / I.N.D.I.A.,2.99
2014,RLD,696918.0,0,0.13,NDA,0.0
2014,RSP,1666380.0,1,0.3,UPA / I.N.D.I.A.,3.33
2014,Rajasthan Vikas Party,8152.0,0,0.0,Others / Regional,0.0
2014,Rajnaitik Vikalp Party,38992.0,0,0.01,Others / Regional,0.0
2014,Rajyadhikara Party,4112.0,0,0.0,Others / Regional,0.0
2014,Rani Chennamma Party,2803.0,0,0.0,Others / Regional,0.0
2014,Rashtra Sewa Dal,6994.0,0,0.0,Others / Regional,0.0
2014,Rashtravadi Janata Party,8713.0,0,0.0,Others / Regional,0.0
2014,Rashtrawadi Parivartan Party (L.B.),1195.0,0,0.0,Others / Regional,0.0
2014,Rashtrawadi Samaj Party,2181.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Aam Party,3408.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Ahinsa Manch,13185.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Ambedkar Dal,4327.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Apna Dal,12366.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Bahujan Congress Party,5801.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Bahujan Hitay Party,1842.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Bandhutwa Party,1521.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Congress (Babu Jagjivanram),4527.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Congress (J) Party,7650.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Deshaj Party,38322.0,0,0.01,Others / Regional,0.0
2014,Rashtriya Ekta Party,601.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Garib Dal,1111.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Gondvana Party,10142.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Independent Morcha,16299.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Jan-Jagram Morcha,7147.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Janadhikar Party,415.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Janadhikar Suraksha Party,32514.0,0,0.01,Others / Regional,0.0
2014,Rashtriya Janasachetan Party,18210.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Jankranti Morcha,4647.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Jankranti Party,217.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Janmorcha,1145.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Janpriya Party,4117.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Janshakti Party (Eklavya),2654.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Janshanti Party,1571.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Janta Party,1526.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Janwadi Party (Krantikari),10797.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Jatigat Aarakshan Virodhi Party,259.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Karmyog Party,2096.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Komi Ekta Party,1254.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Kranti Party,4112.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Krantikari Samajwadi Party,46756.0,0,0.01,Others / Regional,0.0
2014,Rashtriya Lok Samta Party,1078473.0,3,0.19,Others / Regional,15.79
2014,Rashtriya Mahan Gantantra Party,2872.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Manav Samman Party,1572.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Morcha Party,923.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Naujawan Dal,6192.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Parivartan Dal,95644.0,0,0.02,Others / Regional,0.0
2014,Rashtriya Praja Congress (Secular),2025.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Rashtrawadi Party,2225.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Samaj Paksha,458580.0,0,0.08,Others / Regional,0.0
2014,Rashtriya Samanta Dal,30888.0,0,0.01,Others / Regional,0.0
2014,Rashtriya Sant Sandesh Party,3283.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Sarvajan Party,4215.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Sawarn Dal,665.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Shoshit Samaj Party,1054.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Ulama Council,56324.0,0,0.01,Others / Regional,0.0
2014,Rashtriya Uttarakhand Party,1629.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Vikas Manch Party,1434.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Vikas Party,2396.0,0,0.0,Others / Regional,0.0
2014,Rashtriya Viklang Party,2958.0,0,0.0,Others / Regional,0.0
2014,Rastriya Insaaf Party,4219.0,0,0.0,Others / Regional,0.0
2014,Rayalaseema Parirakshana Samithi,4521.0,0,0.0,Others / Regional,0.0
2014,Regional Democratic Secular Congress,10800.0,0,0.0,Others / Regional,0.0
2014,Republican Backward Congress,6265.0,0,0.0,Others / Regional,0.0
2014,Republican Bahujan Sena,2910.0,0,0.0,Others / Regional,0.0
2014,Republican Paksha (Khoripa),70924.0,0,0.01,Others / Regional,0.0
2014,Republican Party Of India,87952.0,0,0.02,Others / Regional,0.0
2014,Republican Party Of India (Athawale),206689.0,0,0.04,Others / Regional,0.0
2014,Republican Party Of India (Khobragade),23110.0,0,0.0,Others / Regional,0.0
2014,Republican Party Of India Ektavadi,910.0,0,0.0,Others / Regional,0.0
2014,Revolutionary Socialist Party Of Kerala (Bolshevik),43051.0,0,0.01,Others / Regional,0.0
2014,SAD,3636148.0,4,0.66,NDA,6.06
2014,SDF,163698.0,1,0.03,Others / Regional,33.33
2014,SKM,121956.0,0,0.02,NDA,0.0
2014,SP,18673089.0,5,3.37,UPA / I.N.D.I.A.,1.48
2014,SS,10262544.0,18,1.85,NDA,9.73
2014,Samaikya Telugu Rajyam,6542.0,0,0.0,Others / Regional,0.0
2014,Samaikyandhra Parirakshana Samithi,4870.0,0,0.0,Others / Regional,0.0
2014,Samajwadi Jan Parishad,10008.0,0,0.0,Others / Regional,0.0
2014,Samajwadi Janata Party (Rashtriya),59756.0,0,0.01,Others / Regional,0.0
2014,Samajwadi Samaj Party,4947.0,0,0.0,Others / Regional,0.0
2014,Samata Kranti Dal,20910.0,0,0.0,Others / Regional,0.0
2014,Samata Samadhan Party,16501.0,0,0.0,Others / Regional,0.0
2014,Samruddha Odisha,9794.0,0,0.0,Others / Regional,0.0
2014,Samta Party,21631.0,0,0.0,Others / Regional,0.0
2014,Samta Vikas Party,763.0,0,0.0,Others / Regional,0.0
2014,Samtawadi Republican Party,9561.0,0,0.0,Others / Regional,0.0
2014,Samyak Parivartan Party,30805.0,0,0.01,Others / Regional,0.0
2014,Sanatan Sanskriti Raksha Dal,7115.0,0,0.0,Others / Regional,0.0
2014,Sankhyanupati Bhagidari Party,16078.0,0,0.0,Others / Regional,0.0
2014,Sanyukt Samajwadi Dal,6788.0,0,0.0,Others / Regional,0.0
2014,Sardar Vallabhbhai Patel Party,394.0,0,0.0,Others / Regional,0.0
2014,Sarva Janata Party,15474.0,0,0.0,Others / Regional,0.0
2014,Sarva Samaj Kalyan Party,10239.0,0,0.0,Others / Regional,0.0
2014,Sarvajan Kalyan Loktantrik Party,19253.0,0,0.0,Others / Regional,0.0
2014,Sarvajan Samaj Party (D),6681.0,0,0.0,Others / Regional,0.0
2014,Sarvshreshth Dal,2329.0,0,0.0,Others / Regional,0.0
2014,Shakti Sena (Bharat Desh),4466.0,0,0.0,Others / Regional,0.0
2014,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),35516.0,0,0.01,Others / Regional,0.0
2014,Shivrajya Party,944.0,0,0.0,Others / Regional,0.0
2014,Shoshit Samaj Dal,16446.0,0,0.0,Others / Regional,0.0
2014,Shoshit Sandesh Party,2982.0,0,0.0,Others / Regional,0.0
2014,Shramajeevi Party,7953.0,0,0.0,Others / Regional,0.0
2014,Social Action Party,682.0,0,0.0,Others / Regional,0.0
2014,Social Democratic Party Of India,396524.0,0,0.07,Others / Regional,0.0
2014,Socialist Janata (Democratic),307597.0,0,0.06,Others / Regional,0.0
2014,Socialist Party (India),41518.0,0,0.01,Others / Regional,0.0
2014,Socialist Party (Lohia),1997.0,0,0.0,Others / Regional,0.0
2014,Socialist Republican Party,6512.0,0,0.0,Others / Regional,0.0
2014,Socialist Unity Centre Of India (Communist),520972.0,0,0.09,Others / Regional,0.0
2014,Socialistic Democratic Party,17435.0,0,0.0,Others / Regional,0.0
2014,Suheldev Bhartiya Samaj Party,118947.0,0,0.02,Others / Regional,0.0
2014,Swabhimani Paksha,1105073.0,1,0.2,Others / Regional,5.0
2014,Swaraj (J),14152.0,0,0.0,Others / Regional,0.0
2014,Swarajya Party Of India,11361.0,0,0.0,Others / Regional,0.0
2014,Swatantra Samaj Party,4016.0,0,0.0,Others / Regional,0.0
2014,TDP,14099230.0,16,2.55,NDA,6.27
2014,TMC,21262665.0,34,3.84,UPA / I.N.D.I.A.,8.85
2014,TRS,6736270.0,11,1.22,Others / Regional,9.02
2014,Tamil Nadu Makkal Congress,49024.0,0,0.01,Others / Regional,0.0
2014,Telangana Communist Party Of India,2311.0,0,0.0,Others / Regional,0.0
2014,Telangana Loksatta Party,2567.0,0,0.0,Others / Regional,0.0
2014,The Lok Party Of India,5804.0,0,0.0,Others / Regional,0.0
2014,The Religion Of Man Revolving Political Party Of India,1071.0,0,0.0,Others / Regional,0.0
2014,Thrinamool Tamil Nadu Congress,474.0,0,0.0,Others / Regional,0.0
2014,Tripura Pragatishil Gramin Congress,8952.0,0,0.0,Others / Regional,0.0
2014,Ulzaipali Makkal Katchy,9194.0,0,0.0,Others / Regional,0.0
2014,Union Party Of India,944.0,0,0.0,Others / Regional,0.0
2014,United Communist Party Of India,6472.0,0,0.0,Others / Regional,0.0
2014,United Democratic Party,106817.0,0,0.02,Others / Regional,0.0
2014,Uttar Pradesh Republican Party,542.0,0,0.0,Others / Regional,0.0
2014,Uttarakhand Parivartan Party,2045.0,0,0.0,Others / Regional,0.0
2014,VCK,606110.0,0,0.11,UPA / I.N.D.I.A.,0.0
2014,Vanchit Jamat Party,350.0,0,0.0,Others / Regional,0.0
2014,Vanchitsamaj Insaaf Party,23991.0,0,0.0,Others / Regional,0.0
2014,Vichara Jagruthi Congress Paksha,3972.0,0,0.0,Others / Regional,0.0
2014,Vishva Hindustani Sangathan,2880.0,0,0.0,Others / Regional,0.0
2014,Vishva Shakti Party,263.0,0,0.0,Others / Regional,0.0
2014,Voters Party,1089.0,0,0.0,Others / Regional,0.0
2014,Welfare Party Of India,228645.0,0,0.04,Others / Regional,0.0
2014,YSRCP,13995435.0,9,2.53,Others / Regional,3.56
2014,Yuva Sarkar,4578.0,0,0.0,Others / Regional,0.0
2019,AAP,2716629.0,1,0.44,UPA / I.N.D.I.A.,2.27
2019,AD(S),1039478.0,2,0.17,NDA,11.76
2019,AGP,1480697.0,0,0.24,NDA,0.0
2019,AIADMK,7830146.0,1,1.27,Others / Regional,0.79
2019,AIFB,322507.0,0,0.05,Left Front,0.0
2019,AIMIM,1201542.0,2,0.2,Others / Regional,10.0
2019,AIUDF,1402088.0,1,0.23,Others / Regional,4.35
2019,AJSU,648277.0,1,0.11,NDA,9.09
2019,Aadarsh Janata Sewa Party,551.0,0,0.0,Others / Regional,0.0
2019,Aadarsh Mithila Party,11311.0,0,0.0,Others / Regional,0.0
2019,Aadarsh Sangram Party,4283.0,0,0.0,Others / Regional,0.0
2019,Aajad Bharat Party (Democratic),16481.0,0,0.0,Others / Regional,0.0
2019,Aam Adhikar Morcha,34845.0,0,0.01,Others / Regional,0.0
2019,Aam Janta Party (India),16749.0,0,0.0,Others / Regional,0.0
2019,Aam Janta Party Rashtriya,31017.0,0,0.01,Others / Regional,0.0
2019,Aap Aur Hum Party,3434.0,0,0.0,Others / Regional,0.0
2019,Aapki Apni Party (Peoples),18866.0,0,0.0,Others / Regional,0.0
2019,Aarakshan Virodhi Party,7697.0,0,0.0,Others / Regional,0.0
2019,Aasra Lokmanch Party,4856.0,0,0.0,Others / Regional,0.0
2019,Adarsh Nyay Rakshak Party,2360.0,0,0.0,Others / Regional,0.0
2019,Adarsh Samaj Party,3423.0,0,0.0,Others / Regional,0.0
2019,Adarshwaadi Congress Party,838.0,0,0.0,Others / Regional,0.0
2019,Adhikar Vikas Party,3526.0,0,0.0,Others / Regional,0.0
2019,Adhunik Bharat Party,1976.0,0,0.0,Others / Regional,0.0
2019,Adim Bhartiya Dal,716.0,0,0.0,Others / Regional,0.0
2019,Agila India Makkal Kazhagam,7320.0,0,0.0,Others / Regional,0.0
2019,Ahila India Dhayaga Makkal Munnetra Katchi,1765.0,0,0.0,Others / Regional,0.0
2019,Ahimsa Socialist Party,972.0,0,0.0,Others / Regional,0.0
2019,Ahinsa Samaj Party,1424.0,0,0.0,Others / Regional,0.0
2019,Aihra National Party,50071.0,0,0.01,Others / Regional,0.0
2019,Akhand Hind Party,3907.0,0,0.0,Others / Regional,0.0
2019,Akhand Rashtrawadi Party,2626.0,0,0.0,Others / Regional,0.0
2019,Akhand Samaj Party,7569.0,0,0.0,Others / Regional,0.0
2019,Akhil Bharat Samagra Kranti Party,9912.0,0,0.0,Others / Regional,0.0
2019,Akhil Bharatiya Manavata Paksha,885.0,0,0.0,Others / Regional,0.0
2019,Akhil Bharatiya Muslim League (Secular),5179.0,0,0.0,Others / Regional,0.0
2019,Akhil Bharatiya Sena,1567.0,0,0.0,Others / Regional,0.0
2019,Akhil Bhartiya Apna Dal,12538.0,0,0.0,Others / Regional,0.0
2019,Akhil Bhartiya Ekata Party,1006.0,0,0.0,Others / Regional,0.0
2019,Akhil Bhartiya Gondwana Party,48426.0,0,0.01,Others / Regional,0.0
2019,Akhil Bhartiya Jharkhand Party,8484.0,0,0.0,Others / Regional,0.0
2019,Akhil Bhartiya Lok Dal,503.0,0,0.0,Others / Regional,0.0
2019,Akhil Bhartiya Mithila Party,10127.0,0,0.0,Others / Regional,0.0
2019,Akhil Bhartiya Navnirman Party,2759.0,0,0.0,Others / Regional,0.0
2019,Akhil Bhartiya Sarvadharma Samaj Party,735.0,0,0.0,Others / Regional,0.0
2019,Akhil Hind Forward Bloc (Krantikari),23252.0,0,0.0,Others / Regional,0.0
