Year,Party,Votes,Seats,Percentage,Coalition_Block,Seat_Conversion_Efficiency
2024,New Labour Party,819.0,0,0.0,Others / Regional,0.0
2024,New Rashtriya Samaj Party,83046.0,0,0.01,Others / Regional,0.0
2024,None of the Above,6371839.0,0,0.99,Others / Regional,0.0
2024,North Bengal People'S Par,6073.0,0,0.0,Others / Regional,0.0
2024,Nyaydharmsabha,6607.0,0,0.0,Others / Regional,0.0
2024,Odisha Janata Party,2442.0,0,0.0,Others / Regional,0.0
2024,Pachchasi Parivartan Samaj Party,802.0,0,0.0,Others / Regional,0.0
2024,Parcham Party Of India,8404.0,0,0.0,Others / Regional,0.0
2024,Parivartan Party Of India,1686.0,0,0.0,Others / Regional,0.0
2024,Parivartan Samaj Party,12304.0,0,0.0,Others / Regional,0.0
2024,Party For Democratic Socialism,6651.0,0,0.0,Others / Regional,0.0
2024,Paschimanchal Vikas Party,1682.0,0,0.0,Others / Regional,0.0
2024,Pattali Makkal Katchi,1879689.0,0,0.29,Others / Regional,0.0
2024,Peace Party Of India,38506.0,0,0.01,Others / Regional,0.0
2024,Pehchan People'S Par,1228.0,0,0.0,Others / Regional,0.0
2024,People Protection Party,1737.0,0,0.0,Others / Regional,0.0
2024,People'S Party Of India(Secular),3392.0,0,0.0,Others / Regional,0.0
2024,People'S Union Par,2009.0,0,0.0,Others / Regional,0.0
2024,Peoples Party Of India (Democratic),247985.0,0,0.04,Others / Regional,0.0
2024,Pichhara Samaj Party United,952.0,0,0.0,Others / Regional,0.0
2024,Political Justice Party,5023.0,0,0.0,Others / Regional,0.0
2024,Prabal Bharat Party,2099.0,0,0.0,Others / Regional,0.0
2024,Prabuddha Republican Party,24361.0,0,0.0,Others / Regional,0.0
2024,Prabuddhwadi Bahujan Morcha,3414.0,0,0.0,Others / Regional,0.0
2024,Pragatisheel Magahi Samaj,2468.0,0,0.0,Others / Regional,0.0
2024,Pragatisheel Manav Samaj Party,15250.0,0,0.0,Others / Regional,0.0
2024,Pragatisheel Samaj Party,10553.0,0,0.0,Others / Regional,0.0
2024,Prahar Janshakti Party,90759.0,0,0.01,Others / Regional,0.0
2024,Praja Ektha Party,1252.0,0,0.0,Others / Regional,0.0
2024,Praja Prasthanam Party,633.0,0,0.0,Others / Regional,0.0
2024,Praja Shanthi Party,7696.0,0,0.0,Others / Regional,0.0
2024,Praja Velugu Party,12199.0,0,0.0,Others / Regional,0.0
2024,Prajarajya Samithi,1614.0,0,0.0,Others / Regional,0.0
2024,Prajatantra Aadhar Party,2429.0,0,0.0,Others / Regional,0.0
2024,Prajavani Party,1792.0,0,0.0,Others / Regional,0.0
2024,Prithviraj Janshakti Party,1364.0,0,0.0,Others / Regional,0.0
2024,"Proutist Bloc, India",14110.0,0,0.0,Others / Regional,0.0
2024,Proutist Sarva Samaj,1069.0,0,0.0,Others / Regional,0.0
2024,Public Adhikar Socialist Indian Party,1493.0,0,0.0,Others / Regional,0.0
2024,Public Political Party,5054.0,0,0.0,Others / Regional,0.0
2024,Punjab National Party,4934.0,0,0.0,Others / Regional,0.0
2024,Punnagai Desam Party,1040.0,0,0.0,Others / Regional,0.0
2024,Purvanchal Mahapanchayat,8217.0,0,0.0,Others / Regional,0.0
2024,Puthiya Makkal Tamil Desam Katchi,4768.0,0,0.0,Others / Regional,0.0
2024,Pyramid Party Of India,27966.0,0,0.0,Others / Regional,0.0
2024,RJD,10107402.0,4,1.57,UPA / I.N.D.I.A.,2.55
2024,RLD,893460.0,2,0.14,NDA,14.29
2024,RLP,596955.0,1,0.09,UPA / I.N.D.I.A.,11.11
2024,RSP,587363.0,1,0.09,UPA / I.N.D.I.A.,11.11
2024,Radical Party Of India (Ambedkarist),454.0,0,0.0,Others / Regional,0.0
2024,Raita Bharat Party,518.0,0,0.0,Others / Regional,0.0
2024,Rajasthan Raj Party,1264.0,0,0.0,Others / Regional,0.0
2024,Rani Chennamma Party,771.0,0,0.0,Others / Regional,0.0
2024,Rashtra Dharak Dal,1683.0,0,0.0,Others / Regional,0.0
2024,Rashtra Nirman Party,10964.0,0,0.0,Others / Regional,0.0
2024,Rashtra Samanya Praja Party,1474.0,0,0.0,Others / Regional,0.0
2024,Rashtra Samarpan Party,3205.0,0,0.0,Others / Regional,0.0
2024,Rashtra Sewa Dal,5919.0,0,0.0,Others / Regional,0.0
2024,Rashtra Uday Party,30073.0,0,0.0,Others / Regional,0.0
2024,Rashtravadi Bharat Party,5702.0,0,0.0,Others / Regional,0.0
2024,Rashtravadi Loktantrik Party (India),641.0,0,0.0,Others / Regional,0.0
2024,Rashtrawadi Chetna Party,3915.0,0,0.0,Others / Regional,0.0
2024,Rashtrawadi Janlok Party (Satya),12049.0,0,0.0,Others / Regional,0.0
2024,Rashtriy Bahujan Party,795.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Congress(J) Party,685.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Devbhumi Party,9781.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Garib Dal,5105.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Gondvana Party,11446.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Hind Ekta Dal,1806.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Jan Awaz Party,9299.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Jan Jan Party,13213.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Jan Kalyan Party Secular,19495.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Jan Karmath Party,764.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Jan Utkarsh Party,2309.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Janhit Sangharsh Party,1090.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Jankranti Party,7646.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Janmanch (Secular),1333.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Janmorcha,1639.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Jansabha Party,19318.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Jansambhavna Party,168740.0,0,0.03,Others / Regional,0.0
2024,Rashtriya Jansanchar Dal,6617.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Jansangharsh Swaraj Party,7803.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Jansena Party,983.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Janshakti Party (Secular),6251.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Janshakti Party(Eklavya),3263.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Janshakti Samaj Party,2988.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Janta Party,1319.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Jantantrik Bharat Vikas Party,2347.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Janutthan Party,1157.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Jatigat Aarakshan Virodhi Party,215.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Kisan Bahujan Party,12309.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Lok Morcha,253876.0,0,0.04,Others / Regional,0.0
2024,Rashtriya Lokswaraj Party,1641.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Mahaswaraj Bhumi Party,4764.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Manav Party,3905.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Mangalam Party,257.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Maratha Party,2978.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Mazdoor Ekta Party,791.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Narayanwadi Vikas Party,1527.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Power Party,2101.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Praja Congress (Secular),14219.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Rashtrawadi Party,614.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Republican Party,4801.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Samaj Dal (R),10877.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Samaj Paksha,521746.0,0,0.08,Others / Regional,0.0
2024,Rashtriya Samanta Dal,28340.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Samta Vikas Party,3926.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Sanatan Party,16859.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Sanskriti Party,1494.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Sant Sandesh Party,994.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Sawarn Dal,2293.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Secular Majlis Party,1136.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Shoshit Samaj Party,53911.0,0,0.01,Others / Regional,0.0
2024,Rashtriya Suraksha Party,574.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Ulama Council,13657.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Uttarakhand Party,10026.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Vikalp Party,1269.0,0,0.0,Others / Regional,0.0
2024,Rashtriya Vikas Party,1240.0,0,0.0,Others / Regional,0.0
2024,Rastriya Atal Janta Party,1116.0,0,0.0,Others / Regional,0.0
2024,Rayalaseema Rashtra Samithi,2333.0,0,0.0,Others / Regional,0.0
2024,Republican Bahujan Sena,3161.0,0,0.0,Others / Regional,0.0
2024,Republican Party Of India,3204.0,0,0.0,Others / Regional,0.0
2024,Republican Party Of India (A),45567.0,0,0.01,Others / Regional,0.0
2024,Republican Party Of India (Athawale),156302.0,0,0.02,Others / Regional,0.0
2024,Republican Party Of India (Karnataka),2018.0,0,0.0,Others / Regional,0.0
2024,Republican Party Of India (Sivaraj),259.0,0,0.0,Others / Regional,0.0
2024,Republican Party Of India (Social),2818.0,0,0.0,Others / Regional,0.0
2024,Republican Party Of India Bharatha,848.0,0,0.0,Others / Regional,0.0
2024,Republican Sena,18793.0,0,0.0,Others / Regional,0.0
2024,Revolutionary Goans Party,64629.0,0,0.01,Others / Regional,0.0
2024,Right To Recall Party,58024.0,0,0.01,Others / Regional,0.0
2024,Rishivadi Karm Sheel Young Parmarthi Party,4401.0,0,0.0,Others / Regional,0.0
2024,SAD,1814318.0,1,0.28,NDA,3.57
2024,SDF,77171.0,0,0.01,Others / Regional,0.0
2024,SKM,164396.0,1,0.03,NDA,33.33
2024,SP,29549389.0,37,4.58,UPA / I.N.D.I.A.,8.08
2024,SS,7401447.0,7,1.15,NDA,6.09
2024,SS(UBT),9567779.0,9,1.48,UPA / I.N.D.I.A.,6.08
2024,Saath Sahakar Vikas Party,2673.0,0,0.0,Others / Regional,0.0
2024,Sabhi Jan Party,5147.0,0,0.0,Others / Regional,0.0
2024,Sabse Achchhi Party,2029.0,0,0.0,Others / Regional,0.0
2024,Sacho Sach Party,652.0,0,0.0,Others / Regional,0.0
2024,Sainik Samaj Party,16040.0,0,0.0,Others / Regional,0.0
2024,Sajag Samaj Party,1191.0,0,0.0,Others / Regional,0.0
2024,Sakala Janula Party,1324.0,0,0.0,Others / Regional,0.0
2024,Samaj Bhalai Morcha,930.0,0,0.0,Others / Regional,0.0
2024,Samaj Parivartan Party,5303.0,0,0.0,Others / Regional,0.0
2024,Samaj Shakti Party,29235.0,0,0.0,Others / Regional,0.0
2024,Samaj Vikas Kranti Party,6373.0,0,0.0,Others / Regional,0.0
2024,Samajhdar Party,18223.0,0,0.0,Others / Regional,0.0
2024,Samajik Sangharsh Party,419.0,0,0.0,Others / Regional,0.0
2024,Samajwadi Jan Parishad,1637.0,0,0.0,Others / Regional,0.0
2024,Samajwadi Janata Party(Karnataka),2320.0,0,0.0,Others / Regional,0.0
2024,Samajwadi Lok Parishad,1880.0,0,0.0,Others / Regional,0.0
2024,Saman Adhikar Party,1943.0,0,0.0,Others / Regional,0.0
2024,Samaniya Makkal Nala Katchi,8990.0,0,0.0,Others / Regional,0.0
2024,Samata Party,73318.0,0,0.01,Others / Regional,0.0
2024,Samata Samadhan Party,6614.0,0,0.0,Others / Regional,0.0
2024,Samnak Janta Party,67374.0,0,0.01,Others / Regional,0.0
2024,Sampoorna Bharat Kranti Party,2944.0,0,0.0,Others / Regional,0.0
2024,Samrat Mihir Bhoj Samaj Party,1412.0,0,0.0,Others / Regional,0.0
2024,Samruddha Odisha,7087.0,0,0.0,Others / Regional,0.0
2024,Samst Samaj Party,2904.0,0,0.0,Others / Regional,0.0
2024,Samyak Party,5250.0,0,0.0,Others / Regional,0.0
2024,Sanatan Sanskriti Raksha Dal,9347.0,0,0.0,Others / Regional,0.0
2024,Sanjhi Virasat Party,1610.0,0,0.0,Others / Regional,0.0
2024,Sankhyanupati Bhagidari Party,1949.0,0,0.0,Others / Regional,0.0
2024,Sanman Rajkiya Paksha,6075.0,0,0.0,Others / Regional,0.0
2024,Sanyogwadi Party,1128.0,0,0.0,Others / Regional,0.0
2024,Sanyukt Bharat Paksh,3656.0,0,0.0,Others / Regional,0.0
2024,Sanyukt Kisan Vikas Party,25291.0,0,0.0,Others / Regional,0.0
2024,Sapaks Party,5149.0,0,0.0,Others / Regional,0.0
2024,Sardar Patel Siddhant Party,46145.0,0,0.01,Others / Regional,0.0
2024,Sardar Vallabhbhai Patel Party,5152.0,0,0.0,Others / Regional,0.0
2024,Sarv Adi Dal,20348.0,0,0.0,Others / Regional,0.0
2024,Sarv Samaj Party,6879.0,0,0.0,Others / Regional,0.0
2024,Sarva Janata Party,5771.0,0,0.0,Others / Regional,0.0
2024,Sarva Samaj Janata Party,2379.0,0,0.0,Others / Regional,0.0
2024,Sarvar Party,1202.0,0,0.0,Others / Regional,0.0
2024,Sarvjan Awaz Party,2239.0,0,0.0,Others / Regional,0.0
2024,Sarvjan Lok Shakti Party,3280.0,0,0.0,Others / Regional,0.0
2024,Sarvjan Samta Party,5020.0,0,0.0,Others / Regional,0.0
2024,Sarvlokhit Samaj Party,446.0,0,0.0,Others / Regional,0.0
2024,Sathi Aur Aapka Faisala Party,2666.0,0,0.0,Others / Regional,0.0
2024,Satya Bahumat Party,842.0,0,0.0,Others / Regional,0.0
2024,Satyawadi Rakshak Party,657.0,0,0.0,Others / Regional,0.0
2024,Secular Democratic Congress,490.0,0,0.0,Others / Regional,0.0
2024,Sehajdhari Sikh Party,987.0,0,0.0,Others / Regional,0.0
2024,Shakti Sena (Bharat Desh),21036.0,0,0.0,Others / Regional,0.0
2024,Shiromani Akali Dal (Amritsar),521749.0,0,0.08,Others / Regional,0.0
2024,Shiromani Lok Dal Party,1044.0,0,0.0,Others / Regional,0.0
2024,Shoshit Samaj Dal,4618.0,0,0.0,Others / Regional,0.0
2024,Sikkim Republican Party,4799.0,0,0.0,Others / Regional,0.0
2024,Smart Indians Party,2510.0,0,0.0,Others / Regional,0.0
2024,Social Democratic Party Of India,42465.0,0,0.01,Others / Regional,0.0
2024,Social Justice Party Of India,8519.0,0,0.0,Others / Regional,0.0
2024,Socialist Party (India),19941.0,0,0.0,Others / Regional,0.0
2024,Socialist Unity Centre Of India (Communist),480987.0,0,0.07,Others / Regional,0.0
2024,Spashtwadi Jan Aadhar Party,2003.0,0,0.0,Others / Regional,0.0
2024,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),6698.0,0,0.0,Others / Regional,0.0
2024,Suheldev Bharatiya Samaj Party,340188.0,0,0.05,Others / Regional,0.0
2024,Sunahara Bharat Party,2091.0,0,0.0,Others / Regional,0.0
2024,Sunder Samaj Party,3409.0,0,0.0,Others / Regional,0.0
2024,Super Power India Party,1400.0,0,0.0,Others / Regional,0.0
2024,Supreme Zero Party Of Bharat,1441.0,0,0.0,Others / Regional,0.0
2024,Swabhimani Paksha,185371.0,0,0.03,Others / Regional,0.0
2024,Swaraj Bhartiya Nyay Party,4088.0,0,0.0,Others / Regional,0.0
2024,Swaraj Kranti Party,909.0,0,0.0,Others / Regional,0.0
2024,Swarajya Sena (Maharashtra),2533.0,0,0.0,Others / Regional,0.0
2024,Swarajya Shakti Sena,10802.0,0,0.0,Others / Regional,0.0
2024,Swatantra Jantaraj Party,10627.0,0,0.0,Others / Regional,0.0
2024,Swatantra Kisan Party,3849.0,0,0.0,Others / Regional,0.0
2024,Swatantrata Abhivyakti Party,12741.0,0,0.0,Others / Regional,0.0
2024,Swayam Shashan Party,1408.0,0,0.0,Others / Regional,0.0
2024,TDP,12775270.0,16,1.98,NDA,8.08
2024,TMC,28213393.0,29,4.37,UPA / I.N.D.I.A.,6.64
2024,Tamil Maanila Congress,410401.0,0,0.06,Others / Regional,0.0
2024,Tamil Manila Murpokku Dravida Kazhagam,2315.0,0,0.0,Others / Regional,0.0
2024,Tamil Nadu Makkal Nalvazhvu Periyakkam,314.0,0,0.0,Others / Regional,0.0
2024,Tamilaga Makkal Nala Katchi,761.0,0,0.0,Others / Regional,0.0
2024,Tamilaga Makkal Thannurimai Katchi,4033.0,0,0.0,Others / Regional,0.0
2024,Tamilar Makkal Katchi,1904.0,0,0.0,Others / Regional,0.0
2024,Tamizhaga Murpokku Makkal Katchi,1488.0,0,0.0,Others / Regional,0.0
2024,Telangana Jaghir Party,1648.0,0,0.0,Others / Regional,0.0
2024,Telangana Praja Shakthi Party,9290.0,0,0.0,Others / Regional,0.0
2024,Telangana Prajaa Jeevana Rythu Party,141.0,0,0.0,Others / Regional,0.0
2024,Telangana Rajya Samithi,1727.0,0,0.0,Others / Regional,0.0
2024,Telangana Rashtra Punahnirmana Samithi,4433.0,0,0.0,Others / Regional,0.0
2024,Telangana Republican Party,1452.0,0,0.0,Others / Regional,0.0
2024,Telangana Sakalajanula Party,10859.0,0,0.0,Others / Regional,0.0
2024,Telugu Congress Party,790.0,0,0.0,Others / Regional,0.0
2024,Telugu Nava Garjana Party,3741.0,0,0.0,Others / Regional,0.0
2024,Telugu Rajadhikara Samiti Party,5906.0,0,0.0,Others / Regional,0.0
2024,Thakkam Katchi,3785.0,0,0.0,Others / Regional,0.0
2024,The Agrani Party,1843.0,0,0.0,Others / Regional,0.0
2024,The National Road Map Party Of India,17126.0,0,0.0,Others / Regional,0.0
2024,Tipu Sultan Party,4547.0,0,0.0,Others / Regional,0.0
2024,Twenty 20 Party,145450.0,0,0.02,Others / Regional,0.0
2024,Ulzaipali Makkal Katchy,1929.0,0,0.0,Others / Regional,0.0
2024,Ummeed Party Of India,2944.0,0,0.0,Others / Regional,0.0
2024,United Democratic Party (Meghalaya),44563.0,0,0.01,Others / Regional,0.0
2024,United People'S Party Liberal,488995.0,1,0.08,Others / Regional,12.5
2024,United Republican Party Of India,10997.0,0,0.0,Others / Regional,0.0
2024,Utkal Samaj,2285.0,0,0.0,Others / Regional,0.0
2024,Uttama Prajaakeeya Party,40491.0,0,0.01,Others / Regional,0.0
2024,Uttar Pradesh Republican Party,854.0,0,0.0,Others / Regional,0.0
2024,Uttarakhand Kranti Dal,9270.0,0,0.0,Others / Regional,0.0
2024,Uttarakhand Parivartan Party,5778.0,0,0.0,Others / Regional,0.0
2024,Uttarakhand Samanta Party,3845.0,0,0.0,Others / Regional,0.0
2024,VCK,990237.0,2,0.15,UPA / I.N.D.I.A.,13.33
2024,Vanchit Bahujan Aaghadi,1582855.0,0,0.25,Others / Regional,0.0
2024,Vanchitsamaj Insaaf Party,3330.0,0,0.0,Others / Regional,0.0
2024,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,12735.0,0,0.0,Others / Regional,0.0
2024,Vidarbha Rajya Aghadi,1828.0,0,0.0,Others / Regional,0.0
2024,Vidhyarthula Rajakiya Party,4747.0,0,0.0,Others / Regional,0.0
2024,Vidiyalai Thedum Indhiyargal Party,1073.0,0,0.0,Others / Regional,0.0
2024,Viduthalai Kalam Katchi,2599.0,0,0.0,Others / Regional,0.0
2024,Vikas India Party,1054.0,0,0.0,Others / Regional,0.0
2024,Vikas Insaf Party,2033.0,0,0.0,Others / Regional,0.0
2024,Vikassheel Insaan Party,1187455.0,0,0.18,Others / Regional,0.0
2024,Viro Ke Vir Indian Party,75950.0,0,0.01,Others / Regional,0.0
2024,Vishal Janta Party,1421.0,0,0.0,Others / Regional,0.0
2024,Vishva Shakti Party,2361.0,0,0.0,Others / Regional,0.0
2024,Vishwa Kalyan Rashtriya Manav Samaj Party,6678.0,0,0.0,Others / Regional,0.0
2024,Voice Of The People Party,571078.0,1,0.09,Others / Regional,11.11
2024,Voters Independent Party,601.0,0,0.0,Others / Regional,0.0
2024,Voters Party International,63496.0,0,0.01,Others / Regional,0.0
2024,Wazib Adhikar Party,16506.0,0,0.0,Others / Regional,0.0
2024,Welfare Party Of India,951.0,0,0.0,Others / Regional,0.0
2024,YSRCP,13316134.0,4,2.06,Others / Regional,1.94
2024,Young Star Empowerment Party,1616.0,0,0.0,Others / Regional,0.0
2024,Youth India Peace Party,649.0,0,0.0,Others / Regional,0.0
2024,Yuga Thulasi Party,22247.0,0,0.0,Others / Regional,0.0
2024,Yuva Bihar Sena,1990.0,0,0.0,Others / Regional,0.0
2024,Yuva Krantikari Party,8736.0,0,0.0,Others / Regional,0.0
2024,Yuva Taram Party,1369.0,0,0.0,Others / Regional,0.0
2024,Yuva Vikas Party,1679.0,0,0.0,Others / Regional,0.0
2024,Zoram People'S Movement,208552.0,1,0.03,Others / Regional,33.33
