Year,State,Constituency_No,Constituency_Name,Constituency_Type,Winner_Candidate,Winner_Party,Winner_Votes,Winner_Percentage,Runner_up_Candidate,Runner_up_Party,Runner_up_Votes,Runner_up_Percentage,Margin_Votes
2009,Maharashtra,3,Jalgaon,GEN,AT Nana Patil,BJP,343647,,Vasantrao More,NCP,247627,,96020
2009,Maharashtra,4,Raver,GEN,Haribhau Jawale,BJP,328843,,Ravindra Patil,NCP,300625,,28218
2009,Maharashtra,5,Buldhana,GEN,Prataprao Ganpatrao Jadhav,SS,353671,,Rajendra Shingne,NCP,325593,,28078
2009,Maharashtra,6,Akola,GEN,Sanjay Shamrao Dhotre,BJP,287526,,Prakash Yashwant Ambedkar,Bharipa Bahujan Mahasangh,222678,,64848
2009,Maharashtra,7,Amravati,SC,Anandrao Vithoba Adsul,SS,314286,,Rajendra Gavai,Republican Party Of India (G),252570,,61716
2009,Maharashtra,8,Wardha,GEN,Datta Meghe,INC,352853,,Suresh Wagmare,BJP,256935,,95918
2009,Maharashtra,9,Ramtek,SC,Mukul Wasnik,INC,311614,,Krupal Tumane,SS,294913,,16701
2009,Maharashtra,10,Nagpur,GEN,Vilas Muttemwar,INC,315148,,Banwarilal Purohit,BJP,290749,,24399
2009,Maharashtra,11,Bhandara-Gondiya,GEN,Praful Patel,NCP,489814,,Nana Patole,IND,237899,,251915
2009,Maharashtra,12,Gadchiroli-Chimur,ST,Marotrao Kowase,INC,321756,,Ashok Nete,BJP,293176,,28580
2009,Maharashtra,13,Chandrapur,GEN,Hansraj Gangaram Ahir,BJP,301467,,Naresh Puglia,INC,268972,,32495
2009,Maharashtra,14,Yavatmal-Washim,GEN,Bhavana Gawali,SS,384443,,Harising Rathod,INC,327492,,56951
2009,Maharashtra,15,Hingoli,GEN,Subhash Wankhede,SS,340148,,Suryakanta Patil,NCP,266514,,73634
2009,Maharashtra,16,Nanded,GEN,Bhaskarrao Khatgaonkar,INC,346400,,Sambhaji Pawar,BJP,271786,,74614
2009,Maharashtra,17,Parbhani,GEN,Ganeshrao Dudhgaonkar,SS,385387,,Suresh Warpudkar,NCP,319969,,65418
2009,Maharashtra,18,Jalna,GEN,Raosaheb Danve,BJP,350710,,Kalyan Vaijinath Kale,INC,342228,,8482
2009,Maharashtra,19,Aurangabad,GEN,Chandrakant Khaire,SS,255896,,Uttamsingh Pawar,INC,222882,,33014
2009,Maharashtra,20,Dindori,ST,Harischandra Devram Chavan,BJP,281254,,Zirwal Narhari Sitaram,NCP,243907,,37347
2009,Maharashtra,21,Nashik,GEN,Sameer Bhujbal,NCP,238706,,Hemant Godse,Maharashtra Navnirman Sena,216674,,22032
2009,Maharashtra,22,Palghar,ST,Baliram Jadhav,Bahujan Vikas Aaghadi,223234,,Chintaman Vanaga,BJP,210874,,12360
2009,Maharashtra,23,Bhiwandi,GEN,Suresh Kashinath Taware,INC,182789,,Jagannath Patil,BJP,141425,,41364
2009,Maharashtra,24,Kalyan,GEN,Anand Paranjpe,SS,212476,,Vasant Davkhare,NCP,188274,,24202
2009,Maharashtra,25,Thane,GEN,Sanjeev Naik,NCP,301000,,Vijay Chougule,SS,251980,,49020
2009,Maharashtra,26,Mumbai North,GEN,Sanjay Nirupam,INC,255157,,Ram Naik,BJP,249378,,5779
2009,Maharashtra,27,Mumbai North West,GEN,Gurudas Kamat,INC,253920,,Gajanan Kirtikar,SS,215533,,38387
2009,Maharashtra,28,Mumbai North East,GEN,Sanjay Dina Patil,NCP,213505,,Kirit Somaiya,BJP,210572,,2933
2009,Maharashtra,29,Mumbai North Central,GEN,Priya Dutt,INC,319352,,Mahesh Ram Jethmalani,BJP,144797,,174555
2009,Maharashtra,30,Mumbai South Central,GEN,Eknath Gaikwad,INC,257523,,Suresh Anant Gambhir,SS,181817,,75706
2009,Maharashtra,31,Mumbai South,GEN,Milind Deora,INC,272411,,Bala Nandgaonkar,Maharashtra Navnirman Sena,159729,,112682
2009,Maharashtra,32,Raigad,GEN,Anant Geete,SS,413546,,A. R. Antulay,INC,267025,,146521
2009,Maharashtra,33,Maval,GEN,Gajanan Babar,SS,364857,,Azam Pansare,NCP,284238,,80619
2009,Maharashtra,34,Pune,GEN,Suresh Kalmadi,INC,279973,,Anil Shirole,BJP,254272,,25701
2009,Maharashtra,35,Baramati,GEN,Supriya Sule,NCP,487827,,Kanta Nalawade,BJP,150996,,336831
2009,Maharashtra,36,Shirur,GEN,Shivajirao Adhalarao Patil,SS,482563,,Vilas Vithoba Lande,NCP,303952,,178611
2009,Maharashtra,37,Ahmednagar,GEN,Dilip Kumar Gandhi,BJP,312047,,Kardile Shivaji Bhanudas,NCP,265316,,46731
2009,Maharashtra,38,Shirdi,SC,Bhausaheb Wakchaure,SS,359921,,Ramdas Athawale,Republican Party Of India (A),227170,,132751
2009,Maharashtra,39,Beed,GEN,Gopinath Munde,BJP,553994,,Rameshrao Baburao Kokate,NCP,413042,,140952
2009,Maharashtra,40,Osmanabad,GEN,Padamsinha Patil,NCP,408840,,Ravindra Gaikwad,SS,402053,,6787
2009,Maharashtra,41,Latur,SC,Jaywantrao Awale,INC,372890,,Sunil Gaikwad,BJP,364915,,7975
2009,Maharashtra,42,Solapur,SC,Sushilkumar Shinde,INC,387591,,Sharad Bansode,BJP,287959,,99632
2009,Maharashtra,43,Madha,GEN,Sharad Pawar,NCP,530596,,Subhash Sureshchandra Deshmukh,BJP,216137,,314459
2009,Maharashtra,44,Sangli,GEN,Pratik Patil,INC,378620,,Ajitrao Shankarrao Ghorpade,IND,338837,,39783
2009,Maharashtra,45,Satara,GEN,Udayanraje Bhosale,NCP,532583,,Purushottam Bajirao Jadhav,SS,235068,,297515
2009,Maharashtra,46,Ratnagiri-Sindhudurg,GEN,Nilesh Narayan Rane,INC,353915,,Suresh Prabhu,SS,307165,,46750
2009,Maharashtra,47,Kolhapur,GEN,Sadashivrao Mandlik,IND,428082,,Sambhaji Raje,NCP,383282,,44800
2009,Maharashtra,48,Hatkanangle,GEN,Raju Shetti,Swabhimani Paksha,481025,,Nivedita Mane,NCP,385965,,95060
2009,Manipur,1,Inner Manipur,GEN,Thokchom Meinya,INC,230876,,Moirangthem Nara,CPI,199916,,30960
2009,Manipur,2,Outer Manipur,ST,Thangso Baite,INC,344517,,Mani Charenamei,People'S Democratic Alliance,224719,,119798
2009,Meghalaya,1,Shillong,ST,Vincent Pala,INC,232270,,John Filmore Kharshiing,United Democratic Party,124402,,107868
2009,Meghalaya,2,Tura,ST,Agatha Sangma,NCP,154476,,Debora C Marak,INC,136531,,17945
2009,Mizoram,1,Mizoram,ST,C. L. Ruala,INC,213779,,H. Lallungmuana,IND,104824,,108955
2009,Nagaland,1,Nagaland,ST,C. M. Chang,Naga People'S Front,832224,,K. Asungba Sangtam,INC,349203,,483021
2009,Odisha,1,Bargarh,GEN,Sanjay Bhoi,INC,397375,,Hamid Hussain,BJD,298931,,98444
2009,Odisha,2,Sundargarh,ST,Hemananda Biswal,INC,280054,,Jual Oram,BJP,268430,,11624
2009,Odisha,3,Sambalpur,GEN,Amarnath Pradhan,INC,304890,,Rohit Pujari,BJD,290016,,14874
2009,Odisha,4,Keonjhar,ST,Yashbant Narayan Singh Laguri,BJD,389104,,Dhanurjaya Sidu,INC,262620,,126484
2009,Odisha,5,Mayurbhanj,ST,Laxman Tudu,BJD,256648,,Sudam Marndi,JMM,190470,,66178
2009,Odisha,6,Balasore,GEN,Srikant Kumar Jena,INC,313888,,Arun Dey,NCP,274988,,38900
2009,Odisha,7,Bhadrak,SC,Arjun Charan Sethi,BJD,416808,,Ananta Prasad Sethi,INC,361870,,54938
2009,Odisha,8,Jajpur,SC,Mohan Jena,BJD,433350,,Amiya Kanta Mallik,INC,305603,,127747
2009,Odisha,9,Dhenkanal,GEN,Tathagata Satpathy,BJD,398568,,Chandra Sekhar Tripathi,INC,211981,,186587
2009,Odisha,10,Bolangir,GEN,Kalikesh Narayan Singh Deo,BJD,430150,,Narasingha Mishra,INC,339315,,90835
2009,Odisha,11,Kalahandi,GEN,Bhakta Charan Das,INC,401736,,Subash Chandra Nayak,BJD,247699,,154037
2009,Odisha,12,Nabarangpur,ST,Pradeep Kumar Majhi,INC,308307,,Domburu Majhi,BJD,278330,,29977
2009,Odisha,13,Kandhamal,GEN,Rudra Madhab Ray,BJD,315314,,Suzit Kumar Padhi,INC,164307,,151007
2009,Odisha,14,Cuttack,GEN,Bhartruhari Mahtab,BJD,465089,,Bibhuti Bhusan Mishra,INC,228797,,236292
2009,Odisha,15,Kendrapara,GEN,Baijayant Panda,BJD,502635,,Ranjib Biswal,INC,375528,,127107
2009,Odisha,16,Jagatsinghpur,SC,Bibhu Prasad Tarai,CPI,457234,,Rabindra Kumar Sethy,INC,380499,,76735
2009,Odisha,17,Puri,GEN,Pinaki Misra,BJD,436961,,Debendra Nath Mansingh,INC,225656,,211305
2009,Odisha,18,Bhubaneswar,GEN,Prasanna Kumar Patasani,BJD,400472,,Santosh Mohanty,INC,147712,,252760
2009,Odisha,19,Aska,GEN,Nityananda Pradhan,BJD,419862,,Ramchandra Rath,INC,187028,,232834
2009,Odisha,20,Berhampur,GEN,Siddhanta Mahapatra,BJD,319839,,Chandra Sekhar Sahu,INC,262552,,57287
2009,Odisha,21,Koraput,ST,Jayaram Pangi,BJD,312776,,Giridhar Gamang,INC,216416,,96360
2009,Puducherry,1,Puducherry,GEN,V. Narayanasamy,INC,300391,,M. Ramadass,Pattali Makkal Katchi,208619,,91772
2009,Punjab,1,Gurdaspur,GEN,Partap Singh Bajwa,INC,447994,,Vinod Khanna,BJP,439652,,8342
2009,Punjab,2,Amritsar,GEN,Navjot Singh Sidhu,BJP,392046,,Om Parkash Soni,INC,385188,,6858
2009,Punjab,3,Khadoor Sahib,GEN,Rattan Singh Ajnala,SAD,467980,,Rana Gurjeet Singh,INC,435720,,32260
2009,Punjab,4,Jalandhar,SC,Mohinder Singh Kaypee,INC,408103,,Hans Raj Hans,SAD,371658,,36445
2009,Punjab,5,Hoshiarpur,SC,Santosh Chowdhary,INC,358812,,Som Parkash,BJP,358446,,366
2009,Punjab,6,Anandpur Sahib,GEN,Ravneet Singh Bittu,INC,404836,,Daljit Singh Cheema,SAD,337632,,67204
2009,Punjab,7,Ludhiana,GEN,Manish Tewari,INC,449264,,Gurcharan Singh Galib,SAD,335558,,113706
2009,Punjab,8,Fatehgarh Sahib,SC,Sukhdev Singh Libra,INC,393557,,Charanjit Singh Atwal,SAD,359258,,34299
2009,Punjab,9,Faridkot,SC,Paramjit Kaur Gulshan,SAD,457734,,Sukhwinder Singh Danny,INC,395692,,62042
2009,Punjab,10,Ferozepur,GEN,Sher Singh Ghubaya,SAD,450900,,Jagmeet Singh Brar,INC,429829,,21071
2009,Punjab,11,Bathinda,GEN,Harsimrat Kaur Badal,SAD,529472,,Raninder Singh,INC,408524,,120948
2009,Punjab,12,Sangrur,GEN,Vijay Inder Singla,INC,358670,,Sukhdev Singh Dhindsa,SAD,317798,,40872
2009,Punjab,13,Patiala,GEN,Preneet Kaur,INC,474188,,Prem Singh Chandumajra,SAD,376799,,97389
2009,Rajasthan,1,Ganganagar,SC,Bharat Ram Meghwal,INC,476554,,Nihalchand,BJP,335886,,140668
2009,Rajasthan,2,Bikaner,SC,Arjun Ram Meghwal,BJP,244537,,Rewat Ram Panwar,INC,224962,,19575
2009,Rajasthan,3,Churu,GEN,Ram Singh Kaswan,BJP,376708,,Rafique Mandelia,INC,364268,,12440
2009,Rajasthan,4,Jhunjhunu,GEN,Sis Ram Ola,INC,306330,,Dasrath Singh Shekhawat,BJP,240998,,65332
2009,Rajasthan,5,Sikar,GEN,Mahadeo Singh Khandela,INC,324812,,Subhash Maharia,BJP,175386,,149426
2009,Rajasthan,6,Jaipur Rural,GEN,Lal Chand Kataria,INC,278266,,Rao Rajendra Singh,BJP,226029,,52237
2009,Rajasthan,7,Jaipur,GEN,Mahesh Joshi,INC,397438,,Ramcharan Bohra,BJP,381339,,16099
2009,Rajasthan,8,Alwar,GEN,Bhanwar Jitendra Singh,INC,450119,,Kiran Yadav,BJP,293500,,156619
2009,Rajasthan,9,Bharatpur,SC,Ratan Singh,INC,301434,,Khemchand,BJP,219980,,81454
2009,Rajasthan,10,Karauli-Dholpur,SC,Khiladi Lal Bairwa,INC,215810,,Manoj Rajoria,BJP,186087,,29723
2009,Rajasthan,11,Dausa,ST,Kirodi Lal Meena,IND,433666,,Qummer Rubbani,IND,295907,,137759
2009,Rajasthan,12,Tonk-Sawai Madhopur,GEN,Namo Narain Meena,INC,375572,,Kirori Singh Bainsla,BJP,375255,,317
2009,Rajasthan,13,Ajmer,GEN,Sachin Pilot,INC,405575,,Kiran Maheshwari,BJP,329440,,76135
2009,Rajasthan,14,Nagaur,GEN,Jyoti Mirdha,INC,333261,,Bindu Chaudhary,BJP,178124,,155137
2009,Rajasthan,15,Pali,GEN,Badri Ram Jakhar,INC,387604,,Pusp Jain,BJP,190887,,196717
2009,Rajasthan,16,Jodhpur,GEN,Chandresh Kumari Katoch,INC,361577,,Jaswant Singh Bishnoi,BJP,263248,,98329
2009,Rajasthan,17,Barmer,GEN,Harish Chaudhary,INC,416497,,Manvendra Singh,BJP,297391,,119106
2009,Rajasthan,18,Jalore,SC,Devji Patel,BJP,194503,,Buta Singh,IND,144698,,49805
2009,Rajasthan,19,Udaipur,ST,Raghuveer Meena,INC,411510,,Mahaveer Bhagora,BJP,246585,,164925
2009,Rajasthan,20,Banswara,ST,Tarachand Bhagora,INC,413169,,Hakaru Maida,BJP,213751,,199418
2009,Rajasthan,21,Chittorgarh,GEN,Girija Vyas,INC,399663,,Shrichand Kriplani,BJP,326885,,72778
2009,Rajasthan,22,Rajsamand,GEN,Gopal Singh Shekhawat,INC,294451,,Rasa Singh Rawat,BJP,248561,,45890
2009,Rajasthan,23,Bhilwara,GEN,C. P. Joshi,INC,413128,,V. P. Singh Badnore,BJP,277760,,135368
2009,Rajasthan,24,Kota,GEN,Ijyaraj Singh,INC,360486,,Shyam Sharma,BJP,277393,,83093
2009,Rajasthan,25,Jhalawar-Baran,GEN,Dushyant Singh,BJP,429096,,Urmila Jain,INC,376255,,52841
2009,Sikkim,1,Sikkim,GEN,Prem Das Rai,SDF,159351,,Kharananda Upreti,INC,74483,,84868
2009,Tamil Nadu,1,Thiruvallur,SC,P Venugopal,AIADMK,368294,,Gayathri S,DMK,336621,,31673
2009,Tamil Nadu,2,Chennai North,GEN,T. K. S. Elangovan,DMK,281055,,D. Pandian,CPI,261902,,19153
2009,Tamil Nadu,3,Chennai South,GEN,C. Rajendran,AIADMK,308567,,R. S. Bharathi,DMK,275632,,32935
2009,Tamil Nadu,4,Chennai Central,GEN,Dayanidhi Maran,DMK,285783,,S.M.K Mogamed Ali Jinnah,AIADMK,252329,,33454
2009,Tamil Nadu,5,Sriperumbudur,SC,T. R. Baalu,DMK,352641,,A. K. Moorthy,Pattali Makkal Katchi,327605,,25036
2009,Tamil Nadu,6,Kancheepuram,SC,P. Viswanathan,INC,330237,,Ramakrishnan E,AIADMK,317134,,13103
2009,Tamil Nadu,7,Arakkonam,SC,S. Jagathrakshakan,DMK,415041,,R. Velu,Pattali Makkal Katchi,305245,,109796
2009,Tamil Nadu,8,Vellore,SC,Abdul Rahman,DMK,360474,,L.K.M.B Vasu,AIADMK,253081,,107393
2009,Tamil Nadu,9,Krishnagiri,GEN,E. G. Sugavanam,DMK,335977,,Nanjegowdu K,AIADMK,259379,,76598
2009,Tamil Nadu,10,Dharmapuri,GEN,R. Thamaraiselvan,DMK,365812,,R. Senthil,Pattali Makkal Katchi,229870,,135942
2009,Tamil Nadu,11,Tiruvannamalai,GEN,D. Venugopal,DMK,436866,,Guru Gurunathan,Pattali Makkal Katchi,288566,,148300
2009,Tamil Nadu,12,Arani,GEN,M. Krishnasamy,INC,396728,,N. Subramanian,AIADMK,289898,,106830
2009,Tamil Nadu,13,Villupuram,GEN,Anandan M,AIADMK,306826,,Swamidurai K,VCK,304029,,2797
2009,Tamil Nadu,14,Kallakurichi,GEN,Adhi Sankar,DMK,363601,,K. Dhanaraju,Pattali Makkal Katchi,254993,,108608
2009,Tamil Nadu,15,Salem,GEN,S. Semmalai,AIADMK,380460,,K. V. Thangkabalu,INC,333969,,46491
2009,Tamil Nadu,16,Namakkal,GEN,S. Gandhiselvan,DMK,371476,,Vairam Tamilarasi,AIADMK,269045,,102431
2009,Tamil Nadu,17,Erode,GEN,A. Ganeshamurthi,Marumalarchi Dravida Munnetra Kazhagam,284148,,E. V. K. S. Elangovan,INC,234812,,49336
2009,Tamil Nadu,18,Tiruppur,GEN,C. Sivasamy,AIADMK,295731,,S. K. Kharventhan,INC,210385,,85346
2009,Tamil Nadu,19,Nilgiris,GEN,A. Raja,DMK,316802,,Krishnan C,Marumalarchi Dravida Munnetra Kazhagam,230781,,86021
2009,Tamil Nadu,20,Coimbatore,GEN,P. R. Natarajan,CPI(M),293165,,R. Prabhu,INC,254501,,38664
2009,Tamil Nadu,21,Pollachi,GEN,K. Sugumar,AIADMK,305935,,K. Shamugasundaram,DMK,259910,,46025
2009,Tamil Nadu,22,Dindigul,GEN,N. S. V. Chitthan,INC,361545,,Baalasubramani P,AIADMK,307198,,54347
2009,Tamil Nadu,23,Karur,GEN,M. Thambidurai,AIADMK,380542,,K. C. Palanisamy,DMK,333288,,47254
2009,Tamil Nadu,24,Tiruchirappalli,GEN,P Kumar,AIADMK,298710,,Sarubala R Thondaiman,INC,294375,,4335
2009,Tamil Nadu,25,Perambalur,GEN,Napoleon D,DMK,398742,,Balasubramanian KK,AIADMK,321138,,77604
2009,Tamil Nadu,26,Cuddalore,GEN,K. S. Alagiri,INC,320473,,M. C. Sampath,AIADMK,296941,,23532
2009,Tamil Nadu,27,Chidambaram,SC,Thol. Thirumavalavan,VCK,428804,,E. Ponnuswamy,Pattali Makkal Katchi,329721,,99083
2009,Tamil Nadu,28,Mayiladuthurai,GEN,O. S. Manian,AIADMK,364089,,Mani Shankar Aiyar,INC,327235,,36854
2009,Tamil Nadu,29,Nagapattinam,SC,A. K. S. Vijayan,DMK,369915,,Selvaraj M,CPI,321953,,47962
2009,Tamil Nadu,30,Thanjavur,SC,S. S. Palanimanickam,DMK,408343,,Durai Balakrishnan,Marumalarchi Dravida Munnetra Kazhagam,306556,,101787
2009,Tamil Nadu,31,Sivaganga,GEN,P. Chidambaram,INC,334348,,R. S. Raja Kannappan,AIADMK,330994,,3354
2009,Tamil Nadu,32,Madurai,GEN,M. K. Alagiri,DMK,431295,,P. Mohan,CPI(M),290310,,140985
2009,Tamil Nadu,33,Theni,GEN,J. M. Aaroon Rashid,INC,340575,,Thanga Tamil Selvan,AIADMK,334273,,6302
2009,Tamil Nadu,34,Virudhunagar,GEN,Manickam Tagore,INC,307187,,Vaiko,Marumalarchi Dravida Munnetra Kazhagam,291423,,15764
2009,Tamil Nadu,35,Ramanathapuram,GEN,J. K. Rithesh,DMK,294945,,Sathiamoorthy V,AIADMK,225030,,69915
2009,Tamil Nadu,36,Thoothukudi,GEN,S. R. Jeyadurai,DMK,311017,,Cynthia Pandian,AIADMK,234368,,76649
2009,Tamil Nadu,37,Tenkasi,GEN,P. Lingam,CPI,281174,,Vellaipandi G,INC,246497,,34677
2009,Tamil Nadu,38,Tirunelveli,GEN,S. S. Ramasubbu,INC,274932,,K Annamalai,AIADMK,253629,,21303
2009,Tamil Nadu,39,Kanyakumari,GEN,J. Helen Davidson,DMK,320161,,Pon Radhakrishnan,BJP,254474,,65687
2009,Tripura,1,Tripura West,GEN,Khagen Das,CPI(M),563799,,Sudip Roy Barman,INC,315250,,248549
2009,Tripura,2,Tripura East,ST,Baju Ban Riyan,CPI(M),521084,,Diba Chandra Hrangkhawl,INC,225503,,295581
2009,Uttar Pradesh,1,Saharanpur,GEN,Jagdish Singh Rana,BSP,354807,,Rasheed Masood,SP,269934,,84873
2009,Uttar Pradesh,2,Kairana,GEN,Begum Tabassum Hasan,BSP,283259,,Hukum Singh,BJP,260796,,22463
2009,Uttar Pradesh,3,Muzaffarnagar,GEN,Kadir Rana,BSP,275318,,Anuradha Choudhary,RLD,254720,,20598
2009,Uttar Pradesh,4,Bijnor,GEN,Sanjay Singh Chauhan,RLD,244587,,Shahid Siddiqui,BSP,216157,,28430
2009,Uttar Pradesh,5,Nagina,SC,Yashvir Singh,SP,234815,,Ram Kishan Singh,BSP,175127,,59688
2009,Uttar Pradesh,6,Moradabad,GEN,Mohammad Azharuddin,INC,301283,,Kunwar Sarvesh Kumar Singh,BJP,252176,,49107
2009,Uttar Pradesh,7,Rampur,GEN,Jaya Prada,SP,230724,,Begum Noor Bano,INC,199793,,30931
2009,Uttar Pradesh,8,Sambhal,GEN,Shafiqur Rahman Barq,BSP,207422,,Iqbal Mehmood,SP,193958,,13464
2009,Uttar Pradesh,9,Amroha,GEN,Devendra Nagpal,RLD,283182,,Mehboob Ali,SP,191099,,92083
2009,Uttar Pradesh,10,Meerut,GEN,Rajendra Agrawal,BJP,232137,,Malook Nagar,BSP,184991,,47146
2009,Uttar Pradesh,11,Baghpat,GEN,Ajit Singh,RLD,238638,,Mukesh Sharma,BSP,175611,,63027
2009,Uttar Pradesh,12,Ghaziabad,GEN,Rajnath Singh,BJP,359637,,Surendra Prakash Goel,INC,268956,,90681
2009,Uttar Pradesh,13,Gautam Buddh Nagar,GEN,Surendra Singh Nagar,BSP,245613,,Mahesh Sharma,BJP,229709,,15904
2009,Uttar Pradesh,14,Bulandshahr,SC,Kamlesh Balmiki,SP,236257,,Ashok Kumar Pradhan,BJP,170192,,66065
2009,Uttar Pradesh,15,Aligarh,GEN,Raj Kumari Chauhan,BSP,193444,,Zafar Alam,SP,176887,,16557
2009,Uttar Pradesh,16,Hathras,SC,Sarika Singh,RLD,247927,,Rajendra Kumar,BSP,211075,,36852
2009,Uttar Pradesh,17,Mathura,GEN,Jayant Chaudhary,RLD,379870,,Shyam Sunder Sharma,BSP,210257,,169613
2009,Uttar Pradesh,18,Agra,SC,Ram Shankar Katheria,BJP,203697,,Kunwar Chand,BSP,193982,,9715
2009,Uttar Pradesh,19,Fatehpur Sikri,GEN,Seema Upadhyay,BSP,209466,,Raj Babbar,INC,199530,,9936
2009,Uttar Pradesh,20,Firozabad,GEN,Akhilesh Yadav,SP,287011,,S. P. Singh Baghel,BSP,219710,,67301
2009,Uttar Pradesh,21,Mainpuri,GEN,Mulayam Singh Yadav,SP,392308,,Vinay Shakya,BSP,219239,,173069
2009,Uttar Pradesh,22,Etah,GEN,Kalyan Singh,IND,275717,,Devendra Singh Yadav,BSP,147449,,128268
2009,Uttar Pradesh,23,Badaun,GEN,Dharmendra Yadav,SP,233744,,Dharam Yadav,BSP,201202,,32542
2009,Uttar Pradesh,24,Aonla,GEN,Maneka Gandhi,BJP,216503,,Dharmendra Kashyap,SP,208822,,7681
2009,Uttar Pradesh,25,Bareilly,GEN,Praveen Singh Aron,INC,220976,,Santosh Kumar Gangwar,BJP,211638,,9338
2009,Uttar Pradesh,26,Pilibhit,GEN,Varun Gandhi,BJP,419539,,V M Singh,INC,138038,,281501
2009,Uttar Pradesh,27,Shahjahanpur,SC,Mithlesh Kumar,SP,257033,,Sunita Singh,BSP,186454,,70579
2009,Uttar Pradesh,28,Kheri,GEN,Zafar Ali Naqvi,INC,184982,,Iliyas Azmi,BSP,176205,,8777
2009,Uttar Pradesh,29,Dhaurahra,GEN,Jitin Prasada,INC,391391,,Rajesh Verma,BSP,206882,,184509
2009,Uttar Pradesh,30,Sitapur,GEN,Kaisar Jahan,BSP,241106,,Mahendra Singh Verma,SP,221474,,19632
2009,Uttar Pradesh,31,Hardoi,SC,Usha Verma,SP,294030,,Ram Kumar Kuril,BSP,201095,,92935
2009,Uttar Pradesh,32,Misrikh,SC,Ashok Kumar Rawat,BSP,207627,,Shyam Prakash,SP,184335,,23292
2009,Uttar Pradesh,33,Unnao,GEN,Annu Tandon,INC,475476,,Arun Shankar Shukla,BSP,173384,,302092
2009,Uttar Pradesh,34,Mohanlalganj,SC,Sushila Saroj,SP,256367,,Jai Prakash Rawat,BSP,179772,,76595
2009,Uttar Pradesh,35,Lucknow,GEN,Lalji Tandon,BJP,204028,,Rita Bahuguna Joshi,INC,163127,,40901
2009,Uttar Pradesh,36,Rae Bareli,GEN,Sonia Gandhi,INC,481490,,R. S. Kushwaha,BSP,109325,,372165
2009,Uttar Pradesh,37,Amethi,GEN,Rahul Gandhi,INC,464195,,Asheesh Shukla,BSP,93997,,370198
2009,Uttar Pradesh,38,Sultanpur,GEN,Sanjaya Sinh,INC,300411,,Mohammad Tahir,BSP,201632,,98779
2009,Uttar Pradesh,39,Pratapgarh,GEN,Ratna Singh,INC,169137,,Shivakant Ojha,BSP,139358,,29779
2009,Uttar Pradesh,40,Farrukhabad,GEN,Salman Khurshid,INC,169351,,Naresh Chandra Agrawal,BSP,142152,,27199
2009,Uttar Pradesh,41,Etawah,SC,Premdas Katheria,SP,278776,,Gaurishanker,BSP,232030,,46746
2009,Uttar Pradesh,42,Kannauj,GEN,Akhilesh Yadav,SP,337751,,Mahesh Chandra Verma,BSP,221887,,115864
2009,Uttar Pradesh,43,Kanpur Urban,GEN,Sriprakash Jaiswal,INC,214988,,Satish Mahana,BJP,196082,,18906
2009,Uttar Pradesh,44,Akbarpur,GEN,Raja Ram Pal,INC,192549,,Anil Shukla Warsi,BSP,160506,,32043
2009,Uttar Pradesh,45,Jalaun,SC,Ghanshyam Anuragi,SP,283023,,Tilak Chandra Ahirwar,BSP,271614,,11409
2009,Uttar Pradesh,46,Jhansi,GEN,Pradeep Jain Aditya,INC,252712,,Ramesh Kumar Sharma,BSP,205042,,47670
2009,Uttar Pradesh,47,Hamirpur,GEN,Vijay Bahadur Singh,BSP,199143,,Siddha Gopal Sahu,INC,173641,,25502
2009,Uttar Pradesh,48,Banda,GEN,R. K. Singh Patel,SP,240948,,Bhairon Prasad Mishra,BSP,206355,,34593
2009,Uttar Pradesh,49,Fatehpur,GEN,Rakesh Sachan,SP,218953,,Mahendra Prasad Nishad,BSP,166725,,52228
2009,Uttar Pradesh,50,Kaushambi,SC,Shailendra Kumar,SP,246501,,Girish Chandra Pasi,BSP,190712,,55789
2009,Uttar Pradesh,51,Phulpur,GEN,Kapil Muni Karwariya,BSP,167542,,Shyama Charan Gupta,SP,152964,,14578
2009,Uttar Pradesh,52,Allahabad,GEN,Rewati Raman Singh,SP,209431,,Ashok Kumar Bajpai,BSP,174511,,34920
2009,Uttar Pradesh,53,Barabanki,SC,P. L. Punia,INC,328418,,Ram Sagar Rawat,SP,160505,,167913
2009,Uttar Pradesh,54,Faizabad,GEN,Nirmal Khatri,INC,211543,,Mitrasen Yadav,SP,157315,,54228
2009,Uttar Pradesh,55,Ambedkar Nagar,GEN,Rakesh Pandey,BSP,259487,,Shankhlal Majhi,SP,236751,,22736
2009,Uttar Pradesh,56,Bahraich,SC,Kamal Kishor,INC,160005,,Lal Mani Prasad,BSP,121052,,38953
2009,Uttar Pradesh,57,Kaiserganj,GEN,Brij Bhushan Sharan Singh,SP,196063,,Surendra Nath Awasthi,BSP,123864,,72199
2009,Uttar Pradesh,58,Shrawasti,GEN,Vinay Kumar Pandey,INC,201556,,Rizwan Zaheer,BSP,159527,,42029
2009,Uttar Pradesh,59,Gonda,GEN,Beni Prasad Verma,INC,155675,,Kirti Vardhan Singh,BSP,132000,,23675
2009,Uttar Pradesh,60,Domariyaganj,GEN,Jagdambika Pal,INC,229872,,Jai Pratap Singh,BJP,153306,,76566
2009,Uttar Pradesh,61,Basti,GEN,Arvind Kumar Chaudhary,BSP,268666,,Raj Kishor Singh,SP,163456,,105210
